trip_id,trip_property_id,value
72013803,trip_type,wait
72013805,note,Waits at South Station for last Red Line train
72013805,trip_type,wait
72013806,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
72013806,trip_type,wait
72013901,note,Waits at Back Bay for last Orange Line train
72013901,trip_type,wait
72014080,note,Does not run during school vacation
72014080,trip_type,supplemental
72014136,note,Does not run during school vacation
72014136,trip_type,supplemental
72016472,note,Waits at South Station for last Red Line train
72016472,trip_type,wait
72016759,note,Waits at Ruggles for last Orange Line train
72016759,trip_type,wait
72016760,note,Waits at Mattapan for last Mattapan Trolley train
72016760,trip_type,wait
72016784,note,Does not run during school vacation
72016784,trip_type,supplemental
72016793,note,Does not run during school vacation
72016793,trip_type,supplemental
72016835,note,Does not run during school vacation
72016835,trip_type,supplemental
72016932,note,Does not run during school vacation
72016932,trip_type,supplemental
72017031,note,Waits at Back Bay for last Orange Line train
72017031,trip_type,wait
72017575,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
72017575,trip_type,wait
72018021,note,Waits at South Station for last Red Line train
72018021,trip_type,wait
72039519,note,Does not run during school vacation
72039519,trip_type,supplemental
72039587,note,Does not run during school vacation
72039587,trip_type,supplemental
72039736,note,Waits at Back Bay for last Orange Line train
72039736,trip_type,wait
72040128,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
72040128,trip_type,wait
72040223,note,Waits at South Station for last Red Line train
72040223,trip_type,wait
72040693,note,Does not run during school vacation
72040693,trip_type,supplemental
72040759,note,Waits at Ruggles for last Orange Line train
72040759,trip_type,wait
72040802,note,Waits at Mattapan for last Mattapan Trolley train
72040802,trip_type,wait
72040830,note,Does not run during school vacation
72040830,trip_type,supplemental
72041040,note,Waits at South Station for last Red Line train
72041040,trip_type,wait
72047682,note,Does not run during school vacation
72047682,trip_type,supplemental
72047743,note,Does not run during school vacation
72047743,trip_type,supplemental
72047749,note,Does not run during school vacation
72047749,trip_type,supplemental
72047981,note,Does not run during school vacation
72047981,trip_type,supplemental
72047998,note,Waits at Ruggles for last Orange Line train
72047998,trip_type,wait
72047999,note,Waits at Mattapan for last Mattapan Trolley train
72047999,trip_type,wait
72048071,note,Waits at Back Bay for last Orange Line train
72048071,trip_type,wait
72048118,note,Waits at South Station for last Red Line train
72048118,trip_type,wait
72048561,note,Waits at South Station for last Red Line train
72048561,trip_type,wait
72048842,note,Waits at Temple Pl @ Washington St for last Red Line and Orange Line trains
72048842,trip_type,wait
72049674,note,Waits at Harvard for last Red Line train
72049674,trip_type,wait
72049800,note,Waits at Wellington for last Orange Line train
72049800,trip_type,wait
72049829,note,Waits at Sullivan Square for last Orange Line train
72049829,trip_type,wait
72049938,note,Waits at Sullivan Square for last Orange Line train
72049938,trip_type,wait
72050241,note,Waits at Malden Center for last Orange Line train
72050241,trip_type,wait
72050249,note,Waits at Airport for last Blue Line train
72050249,trip_type,wait
72050406,note,Waits at Malden Center for last Orange Line train
72050406,trip_type,wait
72050637,note,Waits at Wellington for last Orange Line train
72050637,trip_type,wait
72058177,note,Waits at Wellington for last Orange Line train
72058177,trip_type,wait
72058295,note,Waits at Wellington for last Orange Line train
72058295,trip_type,wait
72058818,note,Waits at Sullivan Square for last Orange Line train
72058818,trip_type,wait
72058871,note,Waits at Wellington for last Orange Line train
72058871,trip_type,wait
72058963,note,Waits at Harvard for last Red Line train
72058963,trip_type,wait
72059211,note,Waits at Malden Center for last Orange Line train
72059211,trip_type,wait
72059293,note,Waits at Sullivan Square for last Orange Line train
72059293,trip_type,wait
72059463,note,Waits at Airport for last Blue Line train
72059463,trip_type,wait
72059475,note,Waits at Malden Center for last Orange Line train
72059475,trip_type,wait
72059666,note,Waits at Wellington for last Orange Line train
72059666,trip_type,wait
72081319,note,Waits at Forest Hills for last Orange Line train
72081319,trip_type,wait
72081673,note,Waits at Mattapan for last Mattapan Trolley train
72081673,note,Waits at Ashmont for last Red Line train
72081673,trip_type,wait
72081773,note,Waits at Forest Hills for last Orange Line train
72081773,trip_type,wait
72081951,note,Waits at Forest Hills for last Orange Line train
72081951,trip_type,wait
72082311,note,Waits at Ashmont for last Red Line train
72082311,trip_type,wait
72082334,note,Waits at Forest Hills for last Orange Line train
72082334,trip_type,wait
72083127,note,Waits at Forest Hills for last Orange Line train
72083127,trip_type,wait
72083359,note,Waits at Forest Hills for last Orange Line train
72083359,trip_type,wait
72083541,note,Waits at Forest Hills for last Orange Line train
72083541,trip_type,wait
72084127,note,Waits at Mattapan for last Mattapan Trolley train
72084127,note,Waits at Ashmont for last Red Line train
72084127,trip_type,wait
72084334,note,Waits at Forest Hills for last Orange Line train
72084334,trip_type,wait
72084817,note,Waits at Ashmont for last Red Line train
72084817,trip_type,wait
72084950,note,Does not run during school vacation
72084950,trip_type,supplemental
72085265,note,Waits at Forest Hills for last Orange Line train
72085265,trip_type,wait
72085392,note,Waits at Forest Hills for last Orange Line train
72085392,trip_type,wait
72085661,note,Waits at Forest Hills for last Orange Line train
72085661,trip_type,wait
72085739,note,Does not run during school vacation
72085739,trip_type,supplemental
72090047,note,Waits at Forest Hills for last Orange Line train
72090047,trip_type,wait
72090280,note,Waits at Forest Hills for last Orange Line train
72090280,trip_type,wait
72090462,note,Waits at Forest Hills for last Orange Line train
72090462,trip_type,wait
72093294,note,Waits at Mattapan for last Mattapan Trolley train
72093294,note,Waits at Ashmont for last Red Line train
72093294,trip_type,wait
72093501,note,Waits at Forest Hills for last Orange Line train
72093501,trip_type,wait
72093984,note,Waits at Ashmont for last Red Line train
72093984,trip_type,wait
72094146,note,Does not run during school vacation
72094146,trip_type,supplemental
72094153,note,Does not run during school vacation
72094153,trip_type,supplemental
72094155,note,Does not run during school vacation
72094155,trip_type,supplemental
72094159,note,Does not run during school vacation
72094159,trip_type,supplemental
72094182,note,Does not run during school vacation
72094182,trip_type,supplemental
72094280,note,Does not run during school vacation
72094280,trip_type,supplemental
72094479,note,Waits at Forest Hills for last Orange Line train
72094479,trip_type,wait
72094542,note,Does not run during school vacation
72094542,trip_type,supplemental
72094543,note,Does not run during school vacation
72094543,trip_type,supplemental
72094612,note,Waits at Forest Hills for last Orange Line train
72094612,trip_type,wait
72094719,note,Does not run during school vacation
72094719,trip_type,supplemental
72094778,note,Does not run during school vacation
72094778,trip_type,supplemental
72094892,note,Waits at Forest Hills for last Orange Line train
72094892,trip_type,wait
72094894,note,Does not run during school vacation
72094894,trip_type,supplemental
72094908,note,Does not run during school vacation
72094908,trip_type,supplemental
72094914,note,Does not run during school vacation
72094914,trip_type,supplemental
72094915,note,Does not run during school vacation
72094915,trip_type,supplemental
72094970,note,Does not run during school vacation
72094970,trip_type,supplemental
72094973,note,Does not run during school vacation
72094973,trip_type,supplemental
72094975,note,Does not run during school vacation
72094975,trip_type,supplemental
72094979,note,Does not run during school vacation
72094979,trip_type,supplemental
72138523,note,Waits at Fields Corner for last Red Line train
72138523,trip_type,wait
72138593,note,Waits at Quincy Center for last Red Line train
72138593,trip_type,wait
72167642,note,Waits at Orient Heights for last Blue Line train
72167642,trip_type,wait
72169039,note,Waits at Ashmont for last Red Line train
72169039,trip_type,wait
72169580,note,Waits at Ashmont for last Red Line train
72169580,trip_type,wait
Base-772421-429,note,Waits at Littleton/Route 495 for Train 1427
Base-772421-429,trip_type,wait
Base-772455-1408,note,Waits at Littleton/Route 495 for Train 406
Base-772455-1408,trip_type,wait
SouthWKDYBase25-772785-874,note,Waits at Readville for Train 776
SouthWKDYBase25-772785-874,trip_type,wait
SouthWKDYBase25-772824-984,note,Waits at Readville for Train 784
SouthWKDYBase25-772824-984,trip_type,wait
SouthWKDYBase25-772792-892,note,Waits at Readville for Train 792
SouthWKDYBase25-772792-892,trip_type,wait
SouthWKDYBase25-772796-908,note,Waits at Readville for Train 1708
SouthWKDYBase25-772796-908,trip_type,wait
SouthWKDYBase25-772778-856,note,Waits at Readville for Train 1756
SouthWKDYBase25-772778-856,trip_type,wait
SouthWKDYBase25-774196-1047,note,Waits at Braintree for Train 2047
SouthWKDYBase25-774196-1047,trip_type,wait
SouthWKDYBase25-772993-2002,note,Waits at Braintree for Train 1002
SouthWKDYBase25-772993-2002,trip_type,wait
SouthWKDYBase25-773011-2055,note,Waits at East Taunton for Train 1905
SouthWKDYBase25-773011-2055,trip_type,wait
SouthWKDYBase25-773013-2061,note,Waits at East Taunton for Train 1911
SouthWKDYBase25-773013-2061,trip_type,wait
SouthWKDYBase25-773015-2065,note,Waits at East Taunton for Train 1915
SouthWKDYBase25-773015-2065,trip_type,wait
SouthWKDYBase25-773016-2067,note,Waits at East Taunton for Train 1917
SouthWKDYBase25-773016-2067,trip_type,wait
SouthWKDYBase25-773018-2075,note,Waits at East Taunton for Train 1925
SouthWKDYBase25-773018-2075,trip_type,wait
SouthWKDYBase25-773020-2089,note,Waits at East Taunton for Train 1939
SouthWKDYBase25-773020-2089,trip_type,wait
SouthWKDYBase25-772981-1971,note,Waits at East Taunton for Train 2021
SouthWKDYBase25-772981-1971,trip_type,wait
SouthWKDYBase25-772987-1983,note,Waits at East Taunton for Train 2033
SouthWKDYBase25-772987-1983,trip_type,wait
SouthWKDYBase25-772989-1987,note,Waits at East Taunton for Train 2037
SouthWKDYBase25-772989-1987,trip_type,wait
SouthWKDYBase25-772991-1991,note,Waits at East Taunton for Train 2041
SouthWKDYBase25-772991-1991,trip_type,wait
SouthWKDYBase25-773017-2069,note,Waits at East Taunton for Train 1919
SouthWKDYBase25-773017-2069,trip_type,wait
SouthWKDYBase25-773012-2059,note,Waits at East Taunton for Train 1909
SouthWKDYBase25-773012-2059,trip_type,wait
SouthWKDYBase25-772994-2010,note,Waits at East Taunton for Train 1960
SouthWKDYBase25-772994-2010,trip_type,wait
SouthWKDYBase25-772995-2016,note,Waits at East Taunton for Train 1966
SouthWKDYBase25-772995-2016,trip_type,wait
SouthWKDYBase25-772998-2022,note,Waits at East Taunton for Train 1972
SouthWKDYBase25-772998-2022,trip_type,wait
SouthWKDYBase25-772999-2024,note,Waits at East Taunton for Train 1974
SouthWKDYBase25-772999-2024,trip_type,wait
SouthWKDYBase25-773000-2026,note,Waits at East Taunton for Train 1976
SouthWKDYBase25-773000-2026,trip_type,wait
SouthWKDYBase25-773001-2028,note,Waits at East Taunton for Train 1978
SouthWKDYBase25-773001-2028,trip_type,wait
SouthWKDYBase25-773003-2030,note,Waits at East Taunton for Train 1980
SouthWKDYBase25-773003-2030,trip_type,wait
SouthWKDYBase25-773005-2034,note,Waits at East Taunton for Train 1984
SouthWKDYBase25-773005-2034,trip_type,wait
SouthWKDYBase25-773007-2038,note,Waits at East Taunton for Train 1988
SouthWKDYBase25-773007-2038,trip_type,wait
SouthWKDYBase25-773009-2044,note,Waits at East Taunton for Train 1994
SouthWKDYBase25-773009-2044,trip_type,wait
SouthWKDYBase25-772969-1912,note,Waits at East Taunton for Train 2062
SouthWKDYBase25-772969-1912,trip_type,wait
SouthWKDYBase25-772975-1936,note,Waits at East Taunton for Train 2086
SouthWKDYBase25-772975-1936,trip_type,wait
SouthWKDYBase25-772977-1942,note,Waits at East Taunton for Train 2092
SouthWKDYBase25-772977-1942,trip_type,wait
SouthWKDYBase25-772961-1775,note,Waits at Readville for Train 875
SouthWKDYBase25-772961-1775,trip_type,wait
SouthWKDYBase25-772963-1785,note,Waits at Readville for Train 885
SouthWKDYBase25-772963-1785,trip_type,wait
SouthWKDYBase25-772751-793,note,Waits at Readville for Train 893
SouthWKDYBase25-772751-793,trip_type,wait
SouthWKDYBase25-772724-689,note,Waits at Forest Hills for Train 889
SouthWKDYBase25-772724-689,trip_type,wait
SouthWKDYBase25-772725-693,note,Waits at Forest Hills for Train 893
SouthWKDYBase25-772725-693,trip_type,wait
SouthWKDYBase25-772680-565,note,Waits at West Natick for Train 1561
SouthWKDYBase25-772680-565,trip_type,wait
SouthWKDYBase25-772876-1512,note,Waits at West Natick for Train 510
SouthWKDYBase25-772876-1512,trip_type,wait
SouthWKDYBase25-772877-1516,note,Waits at West Natick for Train 514
SouthWKDYBase25-772877-1516,trip_type,wait
SouthWKDYBase25-772879-1522,note,Waits at West Natick for Train 518
SouthWKDYBase25-772879-1522,trip_type,wait
SouthWKDYBase25-772675-553,note,Waits at West Natick for Train 1551
SouthWKDYBase25-772675-553,trip_type,wait
SouthWKDYBase25-772678-559,note,Waits at West Natick for Train 1555
SouthWKDYBase25-772678-559,trip_type,wait
SouthWKDYBase25-772682-571,note,Waits at West Natick for Train 1567
SouthWKDYBase25-772682-571,trip_type,wait
SouthWKDYBase25-772654-515,note,Waits at Framingham for Train 1511
SouthWKDYBase25-772654-515,trip_type,wait
SouthWKDYBase25-772659-519,note,Waits at Framingham for Train 1517
SouthWKDYBase25-772659-519,trip_type,wait
SouthWKDYBase25-772879-1522,note,Waits at Framingham for Train 520
SouthWKDYBase25-772879-1522,trip_type,wait
SouthWKDYBase25-772882-1558,note,Waits at Framingham for Train 556
SouthWKDYBase25-772882-1558,trip_type,wait
SouthWKDYBase25-772884-1562,note,Waits at Framingham for Train 560
SouthWKDYBase25-772884-1562,trip_type,wait
SouthWKNDBase25-772528-5806,note,Waits at Readville for Train 5706
SouthWKNDBase25-772528-5806,trip_type,wait
SouthWKNDBase25-772531-5824,note,Waits at Readville for Train 5724
SouthWKNDBase25-772531-5824,trip_type,wait
SouthWKNDBase25-772532-5830,note,Waits at Readville for Train 5730
SouthWKNDBase25-772532-5830,trip_type,wait
SouthWKNDBase25-772534-5838,note,Waits at Readville for Train 5738
SouthWKNDBase25-772534-5838,trip_type,wait
SouthWKNDBase25-772536-5846,note,Waits at Readville for Train 5746
SouthWKNDBase25-772536-5846,trip_type,wait
SouthWKNDBase25-772539-5856,note,Waits at Readville for Train 5754
SouthWKNDBase25-772539-5856,trip_type,wait
SouthWKNDBase25-772541-5868,note,Waits at Readville for Train 5768
SouthWKNDBase25-772541-5868,trip_type,wait
SouthWKNDBase25-772543-5878,note,Waits at Readville for Train 5778
SouthWKNDBase25-772543-5878,trip_type,wait
SouthWKNDBase25-772544-5884,note,Waits at Readville for Train 5784
SouthWKNDBase25-772544-5884,trip_type,wait
SouthWKNDBase25-772546-5892,note,Waits at Readville for Train 5792
SouthWKNDBase25-772546-5892,trip_type,wait
SouthWKNDBase25-772565-6047,note,Waits at Braintree for Train 7047
SouthWKNDBase25-772565-6047,trip_type,wait
SouthWKNDBase25-772626-6979,note,Waits at East Taunton for Train 7029
SouthWKNDBase25-772626-6979,trip_type,wait
SouthWKNDBase25-772509-5715,note,Waits at Readville for Train 5815
SouthWKNDBase25-772509-5715,trip_type,wait
SouthWKNDBase25-772510-5721,note,Waits at Readville for Train 5821
SouthWKNDBase25-772510-5721,trip_type,wait
SouthWKNDBase25-772513-5731,note,Waits at Readville for Train 5831
SouthWKNDBase25-772513-5731,trip_type,wait
SouthWKNDBase25-772515-5739,note,Waits at Readville for Train 5839
SouthWKNDBase25-772515-5739,trip_type,wait
SouthWKNDBase25-772517-5747,note,Waits at Readville for Train 5847
SouthWKNDBase25-772517-5747,trip_type,wait
SouthWKNDBase25-772519-5755,note,Waits at Readville for Train 5855
SouthWKNDBase25-772519-5755,trip_type,wait
SouthWKNDBase25-772520-5767,note,Waits at Readville for Train 5867
SouthWKNDBase25-772520-5767,trip_type,wait
SouthWKNDBase25-772522-5777,note,Waits at Readville for Train 5877
SouthWKNDBase25-772522-5777,trip_type,wait
SouthWKNDBase25-772525-5785,note,Waits at Readville for Train 5885
SouthWKNDBase25-772525-5785,trip_type,wait
SouthWKNDBase25-772527-5793,note,Waits at Readville for Train 5893
SouthWKNDBase25-772527-5793,trip_type,wait
CP44+JFKminusHydePark-782417-5892,note,Waits at Readville for Train 5792
CP44+JFKminusHydePark-782417-5892,trip_type,wait
CP44+JFKminusHydePark-782399-5806,note,Waits at Readville for Train 5706
CP44+JFKminusHydePark-782399-5806,trip_type,wait
CP44+JFKminusHydePark-782412-5868,note,Waits at Readville for Train 5768
CP44+JFKminusHydePark-782412-5868,trip_type,wait
CP44+JFKminusHydePark-782415-5884,note,Waits at Readville for Train 5784
CP44+JFKminusHydePark-782415-5884,trip_type,wait
CP44+JFKminusHydePark-782410-5856,note,Waits at Readville for Train 5754
CP44+JFKminusHydePark-782410-5856,trip_type,wait
CP44+JFKminusHydePark-782403-5830,note,Waits at Readville for Train 5730
CP44+JFKminusHydePark-782403-5830,trip_type,wait
CP44+JFKminusHydePark-782414-5878,note,Waits at Readville for Train 5778
CP44+JFKminusHydePark-782414-5878,trip_type,wait
CP44+JFKminusHydePark-782405-5838,note,Waits at Readville for Train 5738
CP44+JFKminusHydePark-782405-5838,trip_type,wait
CP44+JFKminusHydePark-782407-5846,note,Waits at Readville for Train 5746
CP44+JFKminusHydePark-782407-5846,trip_type,wait
CP44+JFKminusHydePark-782436-6047,note,Waits at Braintree for Train 7047
CP44+JFKminusHydePark-782436-6047,trip_type,wait
CP44+JFKminusHydePark-782456-6979,note,Waits at East Taunton for Train 7029
CP44+JFKminusHydePark-782456-6979,trip_type,wait
CP44+JFKminusHydePark-782543-5715,note,Waits at Readville for Train 5815
CP44+JFKminusHydePark-782543-5715,trip_type,wait
CP44+JFKminusHydePark-782542-5785,note,Waits at Readville for Train 5885
CP44+JFKminusHydePark-782542-5785,trip_type,wait
CP44+JFKminusHydePark-782541-5793,note,Waits at Readville for Train 5893
CP44+JFKminusHydePark-782541-5793,trip_type,wait
Read+RailJobWKND-776868-5892,note,Waits at Readville for Train 5792
Read+RailJobWKND-776868-5892,trip_type,wait
Read+RailJobWKND-776850-5806,note,Waits at Readville for Train 5706
Read+RailJobWKND-776850-5806,trip_type,wait
Read+RailJobWKND-776863-5868,note,Waits at Readville for Train 5768
Read+RailJobWKND-776863-5868,trip_type,wait
Read+RailJobWKND-776866-5884,note,Waits at Readville for Train 5784
Read+RailJobWKND-776866-5884,trip_type,wait
Read+RailJobWKND-776861-5856,note,Waits at Readville for Train 5754
Read+RailJobWKND-776861-5856,trip_type,wait
Read+RailJobWKND-776854-5830,note,Waits at Readville for Train 5730
Read+RailJobWKND-776854-5830,trip_type,wait
Read+RailJobWKND-776865-5878,note,Waits at Readville for Train 5778
Read+RailJobWKND-776865-5878,trip_type,wait
Read+RailJobWKND-776856-5838,note,Waits at Readville for Train 5738
Read+RailJobWKND-776856-5838,trip_type,wait
Read+RailJobWKND-776858-5846,note,Waits at Readville for Train 5746
Read+RailJobWKND-776858-5846,trip_type,wait
Read+RailJobWKND-776887-6047,note,Waits at Braintree for Train 7047
Read+RailJobWKND-776887-6047,trip_type,wait
Read+RailJobWKND-776932-6979,note,Waits at East Taunton for Train 7029
Read+RailJobWKND-776932-6979,trip_type,wait
Read+RailJobWKND-779329-5715,note,Waits at Readville for Train 5815
Read+RailJobWKND-779329-5715,trip_type,wait
Read+RailJobWKND-779328-5785,note,Waits at Readville for Train 5885
Read+RailJobWKND-779328-5785,trip_type,wait
Read+RailJobWKND-779326-5793,note,Waits at Readville for Train 5893
Read+RailJobWKND-779326-5793,trip_type,wait
ReadRailJobConnectionsUpdate-778694-972,note,Waits at Readville for Train 1770
ReadRailJobConnectionsUpdate-778694-972,trip_type,wait
ReadRailJobConnectionsUpdate-778692-966,note,Waits at Readville for Train 1764
ReadRailJobConnectionsUpdate-778692-966,trip_type,wait
ReadRailJobConnectionsUpdate-778671-908,note,Waits at Readville for Train 1708
ReadRailJobConnectionsUpdate-778671-908,trip_type,wait
ReadRailJobConnectionsUpdate-778653-856,note,Waits at Readville for Train 1756
ReadRailJobConnectionsUpdate-778653-856,trip_type,wait
ReadRailJobConnectionsUpdate-779019-844,note,Waits at Readville for Train 744
ReadRailJobConnectionsUpdate-779019-844,trip_type,wait
ReadRailJobConnectionsUpdate-778688-954,note,Waits at Readville for Train 754
ReadRailJobConnectionsUpdate-778688-954,trip_type,wait
ReadRailJobConnectionsUpdate-778656-864,note,Waits at Readville for Train 762
ReadRailJobConnectionsUpdate-778656-864,trip_type,wait
ReadRailJobConnectionsUpdate-778662-880,note,Waits at Readville for Train 780
ReadRailJobConnectionsUpdate-778662-880,trip_type,wait
ReadRailJobConnectionsUpdate-778699-984,note,Waits at Readville for Train 784
ReadRailJobConnectionsUpdate-778699-984,trip_type,wait
ReadRailJobConnectionsUpdate-777170-892,note,Waits at Readville for Train 792
ReadRailJobConnectionsUpdate-777170-892,trip_type,wait
ReadRailJobConnectionsUpdate-778660-874,note,Waits at Readville for Train 776
ReadRailJobConnectionsUpdate-778660-874,trip_type,wait
ReadRailJobConnectionsUpdate-777397-1047,note,Waits at Braintree for Train 2047
ReadRailJobConnectionsUpdate-777397-1047,trip_type,wait
ReadRailJobConnectionsUpdate-777319-2002,note,Waits at Braintree for Train 1002
ReadRailJobConnectionsUpdate-777319-2002,trip_type,wait
ReadRailJobConnectionsUpdate-777337-2055,note,Waits at East Taunton for Train 1905
ReadRailJobConnectionsUpdate-777337-2055,trip_type,wait
ReadRailJobConnectionsUpdate-777339-2061,note,Waits at East Taunton for Train 1911
ReadRailJobConnectionsUpdate-777339-2061,trip_type,wait
ReadRailJobConnectionsUpdate-777341-2065,note,Waits at East Taunton for Train 1915
ReadRailJobConnectionsUpdate-777341-2065,trip_type,wait
ReadRailJobConnectionsUpdate-777342-2067,note,Waits at East Taunton for Train 1917
ReadRailJobConnectionsUpdate-777342-2067,trip_type,wait
ReadRailJobConnectionsUpdate-777344-2075,note,Waits at East Taunton for Train 1925
ReadRailJobConnectionsUpdate-777344-2075,trip_type,wait
ReadRailJobConnectionsUpdate-777346-2089,note,Waits at East Taunton for Train 1939
ReadRailJobConnectionsUpdate-777346-2089,trip_type,wait
ReadRailJobConnectionsUpdate-777307-1971,note,Waits at East Taunton for Train 2021
ReadRailJobConnectionsUpdate-777307-1971,trip_type,wait
ReadRailJobConnectionsUpdate-777313-1983,note,Waits at East Taunton for Train 2033
ReadRailJobConnectionsUpdate-777313-1983,trip_type,wait
ReadRailJobConnectionsUpdate-777315-1987,note,Waits at East Taunton for Train 2037
ReadRailJobConnectionsUpdate-777315-1987,trip_type,wait
ReadRailJobConnectionsUpdate-777317-1991,note,Waits at East Taunton for Train 2041
ReadRailJobConnectionsUpdate-777317-1991,trip_type,wait
ReadRailJobConnectionsUpdate-777343-2069,note,Waits at East Taunton for Train 1919
ReadRailJobConnectionsUpdate-777343-2069,trip_type,wait
ReadRailJobConnectionsUpdate-777338-2059,note,Waits at East Taunton for Train 1909
ReadRailJobConnectionsUpdate-777338-2059,trip_type,wait
ReadRailJobConnectionsUpdate-777320-2010,note,Waits at East Taunton for Train 1960
ReadRailJobConnectionsUpdate-777320-2010,trip_type,wait
ReadRailJobConnectionsUpdate-777321-2016,note,Waits at East Taunton for Train 1966
ReadRailJobConnectionsUpdate-777321-2016,trip_type,wait
ReadRailJobConnectionsUpdate-777324-2022,note,Waits at East Taunton for Train 1972
ReadRailJobConnectionsUpdate-777324-2022,trip_type,wait
ReadRailJobConnectionsUpdate-777325-2024,note,Waits at East Taunton for Train 1974
ReadRailJobConnectionsUpdate-777325-2024,trip_type,wait
ReadRailJobConnectionsUpdate-777326-2026,note,Waits at East Taunton for Train 1976
ReadRailJobConnectionsUpdate-777326-2026,trip_type,wait
ReadRailJobConnectionsUpdate-777327-2028,note,Waits at East Taunton for Train 1978
ReadRailJobConnectionsUpdate-777327-2028,trip_type,wait
ReadRailJobConnectionsUpdate-777329-2030,note,Waits at East Taunton for Train 1980
ReadRailJobConnectionsUpdate-777329-2030,trip_type,wait
ReadRailJobConnectionsUpdate-777331-2034,note,Waits at East Taunton for Train 1984
ReadRailJobConnectionsUpdate-777331-2034,trip_type,wait
ReadRailJobConnectionsUpdate-777333-2038,note,Waits at East Taunton for Train 1988
ReadRailJobConnectionsUpdate-777333-2038,trip_type,wait
ReadRailJobConnectionsUpdate-777335-2044,note,Waits at East Taunton for Train 1994
ReadRailJobConnectionsUpdate-777335-2044,trip_type,wait
ReadRailJobConnectionsUpdate-777296-1912,note,Waits at East Taunton for Train 2062
ReadRailJobConnectionsUpdate-777296-1912,trip_type,wait
ReadRailJobConnectionsUpdate-777301-1936,note,Waits at East Taunton for Train 2086
ReadRailJobConnectionsUpdate-777301-1936,trip_type,wait
ReadRailJobConnectionsUpdate-777303-1942,note,Waits at East Taunton for Train 2092
ReadRailJobConnectionsUpdate-777303-1942,trip_type,wait
ReadRailJobConnectionsUpdate-778603-721,note,Waits at Readville for Train 819
ReadRailJobConnectionsUpdate-778603-721,trip_type,wait
ReadRailJobConnectionsUpdate-778585-1775,note,Waits at Readville for Train 875
ReadRailJobConnectionsUpdate-778585-1775,trip_type,wait
ReadRailJobConnectionsUpdate-778590-1785,note,Waits at Readville for Train 885
ReadRailJobConnectionsUpdate-778590-1785,trip_type,wait
ReadRailJobConnectionsUpdate-778626-793,note,Waits at Readville for Train 893
ReadRailJobConnectionsUpdate-778626-793,trip_type,wait
ReadRailJobConnectionsUpdate-778584-1719,note,Waits at Readville for Train 917
ReadRailJobConnectionsUpdate-778584-1719,trip_type,wait
ReadRailJobConnectionsUpdate-777100-683,note,Waits at Forest Hills for Train 893
ReadRailJobConnectionsUpdate-777100-683,trip_type,wait
ReadRailJobConnectionsUpdate-777102-689,note,Waits at Forest Hills for Train 889
ReadRailJobConnectionsUpdate-777102-689,trip_type,wait
ReadRailJobConnectionsUpdate-777058-565,note,Waits at West Natick for Train 1561
ReadRailJobConnectionsUpdate-777058-565,trip_type,wait
ReadRailJobConnectionsUpdate-777206-1512,note,Waits at West Natick for Train 510
ReadRailJobConnectionsUpdate-777206-1512,trip_type,wait
ReadRailJobConnectionsUpdate-777207-1516,note,Waits at West Natick for Train 514
ReadRailJobConnectionsUpdate-777207-1516,trip_type,wait
ReadRailJobConnectionsUpdate-777209-1522,note,Waits at West Natick for Train 518
ReadRailJobConnectionsUpdate-777209-1522,trip_type,wait
ReadRailJobConnectionsUpdate-777053-553,note,Waits at West Natick for Train 1551
ReadRailJobConnectionsUpdate-777053-553,trip_type,wait
ReadRailJobConnectionsUpdate-777056-559,note,Waits at West Natick for Train 1555
ReadRailJobConnectionsUpdate-777056-559,trip_type,wait
ReadRailJobConnectionsUpdate-777060-571,note,Waits at West Natick for Train 1567
ReadRailJobConnectionsUpdate-777060-571,trip_type,wait
ReadRailJobConnectionsUpdate-777032-515,note,Waits at Framingham for Train 1511
ReadRailJobConnectionsUpdate-777032-515,trip_type,wait
ReadRailJobConnectionsUpdate-777037-519,note,Waits at Framingham for Train 1517
ReadRailJobConnectionsUpdate-777037-519,trip_type,wait
ReadRailJobConnectionsUpdate-777209-1522,note,Waits at Framingham for Train 520
ReadRailJobConnectionsUpdate-777209-1522,trip_type,wait
ReadRailJobConnectionsUpdate-777212-1558,note,Waits at Framingham for Train 556
ReadRailJobConnectionsUpdate-777212-1558,trip_type,wait
ReadRailJobConnectionsUpdate-777214-1562,note,Waits at Framingham for Train 560
ReadRailJobConnectionsUpdate-777214-1562,trip_type,wait
