added_route_id,trip_id
741,72041528
742,72041528
743,72041528
741,72041529
742,72041529
743,72041529
741,72041530
742,72041530
743,72041530
741,72041531
742,72041531
743,72041531
741,72041542
742,72041542
743,72041542
741,71947785
742,71947785
743,71947785
741,71947793
742,71947793
743,71947793
741,71947977
742,71947977
743,71947977
741,71947981
742,71947981
743,71947981
741,71947982
742,71947982
743,71947982
741,71948350
742,71948350
743,71948350
741,71948352
742,71948352
743,71948352
741,71948353
742,71948353
743,71948353
741,71948356
742,71948356
743,71948356
741,71948357
742,71948357
743,71948357
741,71948359
742,71948359
743,71948359
741,71948361
742,71948361
743,71948361
741,71948364
742,71948364
743,71948364
741,71948365
742,71948365
743,71948365
741,71948367
742,71948367
743,71948367
741,71948371
742,71948371
743,71948371
741,71948372
742,71948372
743,71948372
741,71948374
742,71948374
743,71948374
741,71948375
742,71948375
743,71948375
741,71948376
742,71948376
743,71948376
741,71948378
742,71948378
743,71948378
741,71948382
742,71948382
743,71948382
741,71948385
742,71948385
743,71948385
741,71948386
742,71948386
743,71948386
741,71948387
742,71948387
743,71948387
741,71948391
742,71948391
743,71948391
741,71948392
742,71948392
743,71948392
741,71948394
742,71948394
743,71948394
741,71948395
742,71948395
743,71948395
741,71948397
742,71948397
743,71948397
741,71948401
742,71948401
743,71948401
741,71948402
742,71948402
743,71948402
741,71948762
742,71948762
743,71948762
741,71954550
742,71954550
743,71954550
741,71954552
742,71954552
743,71954552
741,71954553
742,71954553
743,71954553
741,71954557
742,71954557
743,71954557
741,71954559
742,71954559
743,71954559
741,71954560
742,71954560
743,71954560
741,71954561
742,71954561
743,71954561
741,71954562
742,71954562
743,71954562
741,71954564
742,71954564
743,71954564
741,71954565
742,71954565
743,71954565
741,71954566
742,71954566
743,71954566
741,71949560
742,71949560
743,71949560
741,71949561
742,71949561
743,71949561
741,71949562
742,71949562
743,71949562
741,71949563
742,71949563
743,71949563
741,71949564
742,71949564
743,71949564
741,71949566
742,71949566
743,71949566
741,71949568
742,71949568
743,71949568
741,71949569
742,71949569
743,71949569
741,71949570
742,71949570
743,71949570
741,71949574
742,71949574
743,71949574
741,71949575
742,71949575
743,71949575
741,71949577
742,71949577
743,71949577
741,71949580
742,71949580
743,71949580
741,71949582
742,71949582
743,71949582
741,71949583
742,71949583
743,71949583
741,71949585
742,71949585
743,71949585
741,71949588
742,71949588
743,71949588
741,71949590
742,71949590
743,71949590
741,71949592
742,71949592
743,71949592
741,71949594
742,71949594
743,71949594
741,71949595
742,71949595
743,71949595
741,71949598
742,71949598
743,71949598
741,71949599
742,71949599
743,71949599
741,71949602
742,71949602
743,71949602
741,71949606
742,71949606
743,71949606
741,71949607
742,71949607
743,71949607
741,71949610
742,71949610
743,71949610
741,71949611
742,71949611
743,71949611
741,71949613
742,71949613
743,71949613
741,71949615
742,71949615
743,71949615
741,71949616
742,71949616
743,71949616
741,71949618
742,71949618
743,71949618
741,71949619
742,71949619
743,71949619
741,71949817
742,71949817
743,71949817
741,71949820
742,71949820
743,71949820
741,71949827
742,71949827
743,71949827
741,71949847
742,71949847
743,71949847
741,71950066
742,71950066
743,71950066
741,71950402
742,71950402
743,71950402
741,71954677
742,71954677
743,71954677
741,71954679
742,71954679
743,71954679
741,71954681
742,71954681
743,71954681
741,71954685
742,71954685
743,71954685
741,71954691
742,71954691
743,71954691
741,71954692
742,71954692
743,71954692
741,71954693
742,71954693
743,71954693
741,71954694
742,71954694
743,71954694
741,71954696
742,71954696
743,71954696
741,71954697
742,71954697
743,71954697
741,71954699
742,71954699
743,71954699
741,71954708
742,71954708
743,71954708
741,72012526
742,72012526
743,72012526
741,72012568
742,72012568
743,72012568
741,72012569
742,72012569
743,72012569
741,72012635
742,72012635
743,72012635
741,72012646
742,72012646
743,72012646
741,72012647
742,72012647
743,72012647
741,72012680
742,72012680
743,72012680
741,72012684
742,72012684
743,72012684
741,72012687
742,72012687
743,72012687
741,72012697
742,72012697
743,72012697
741,72012699
742,72012699
743,72012699
741,72012790
742,72012790
743,72012790
741,72012791
742,72012791
743,72012791
741,72012817
742,72012817
743,72012817
741,72012822
742,72012822
743,72012822
741,72012844
742,72012844
743,72012844
741,72012907
742,72012907
743,72012907
741,72013173
742,72013173
743,72013173
741,72013215
742,72013215
743,72013215
741,72013230
742,72013230
743,72013230
741,72013240
742,72013240
743,72013240
741,72013248
742,72013248
743,72013248
741,72013281
742,72013281
743,72013281
741,72013313
742,72013313
743,72013313
741,72013315
742,72013315
743,72013315
741,72013335
742,72013335
743,72013335
741,72013391
742,72013391
743,72013391
741,72013406
742,72013406
743,72013406
741,72013408
742,72013408
743,72013408
741,72013416
742,72013416
743,72013416
741,72013420
742,72013420
743,72013420
741,72013439
742,72013439
743,72013439
741,72013474
742,72013474
743,72013474
741,72013492
742,72013492
743,72013492
741,72013498
742,72013498
743,72013498
741,72013536
742,72013536
743,72013536
741,72013539
742,72013539
743,72013539
741,72013541
742,72013541
743,72013541
741,72013543
742,72013543
743,72013543
741,72013544
742,72013544
743,72013544
741,72013545
742,72013545
743,72013545
741,72013548
742,72013548
743,72013548
741,72013549
742,72013549
743,72013549
741,72013552
742,72013552
743,72013552
741,72013553
742,72013553
743,72013553
741,72013555
742,72013555
743,72013555
741,72013557
742,72013557
743,72013557
741,72022242
742,72022242
743,72022242
741,72022245
742,72022245
743,72022245
741,72022246
742,72022246
743,72022246
741,72022250
742,72022250
743,72022250
741,72022255
742,72022255
743,72022255
741,72022259
742,72022259
743,72022259
741,72022267
742,72022267
743,72022267
741,72022268
742,72022268
743,72022268
741,72022270
742,72022270
743,72022270
741,72022273
742,72022273
743,72022273
741,72022275
742,72022275
743,72022275
741,72022278
742,72022278
743,72022278
741,71933356
742,71933356
743,71933356
741,71933357
742,71933357
743,71933357
741,71933411
742,71933411
743,71933411
741,71933452
742,71933452
743,71933452
741,71933503
742,71933503
743,71933503
741,71933535
742,71933535
743,71933535
741,71933538
742,71933538
743,71933538
741,71933562
742,71933562
743,71933562
741,71933606
742,71933606
743,71933606
741,71933653
742,71933653
743,71933653
741,71933655
742,71933655
743,71933655
741,71933656
742,71933656
743,71933656
741,71933659
742,71933659
743,71933659
741,71933660
742,71933660
743,71933660
741,71933661
742,71933661
743,71933661
741,71933735
742,71933735
743,71933735
741,71933748
742,71933748
743,71933748
741,71933750
742,71933750
743,71933750
741,71933787
742,71933787
743,71933787
741,71933789
742,71933789
743,71933789
741,71933838
742,71933838
743,71933838
741,71933840
742,71933840
743,71933840
741,71933842
742,71933842
743,71933842
741,71933897
742,71933897
743,71933897
741,71933899
742,71933899
743,71933899
741,71933900
742,71933900
743,71933900
741,71933902
742,71933902
743,71933902
741,71933905
742,71933905
743,71933905
741,71933955
742,71933955
743,71933955
741,71933978
742,71933978
743,71933978
741,71933996
742,71933996
743,71933996
741,71934040
742,71934040
743,71934040
741,71934042
742,71934042
743,71934042
741,71934062
742,71934062
743,71934062
741,71934080
742,71934080
743,71934080
741,71934081
742,71934081
743,71934081
741,71934101
742,71934101
743,71934101
741,71934151
742,71934151
743,71934151
741,71934153
742,71934153
743,71934153
741,71934197
742,71934197
743,71934197
741,71934199
742,71934199
743,71934199
741,71934223
742,71934223
743,71934223
741,71934282
742,71934282
743,71934282
741,71934283
742,71934283
743,71934283
741,71934284
742,71934284
743,71934284
741,71952729
742,71952729
743,71952729
741,71952730
742,71952730
743,71952730
741,71952732
742,71952732
743,71952732
741,71952735
742,71952735
743,71952735
741,71952737
742,71952737
743,71952737
741,71952739
742,71952739
743,71952739
741,71952740
742,71952740
743,71952740
741,71952742
742,71952742
743,71952742
741,71952743
742,71952743
743,71952743
741,71952745
742,71952745
743,71952745
741,71952748
742,71952748
743,71952748
741,72047598
742,72047598
743,72047598
741,72047599
742,72047599
743,72047599
741,72047601
742,72047601
743,72047601
741,72047605
742,72047605
743,72047605
741,72047606
742,72047606
743,72047606
741,72048235
742,72048235
743,72048235
741,72048302
742,72048302
743,72048302
741,72048313
742,72048313
743,72048313
741,72048329
742,72048329
743,72048329
741,72048403
742,72048403
743,72048403
741,72048438
742,72048438
743,72048438
741,72048564
742,72048564
743,72048564
741,72048565
742,72048565
743,72048565
741,72048568
742,72048568
743,72048568
741,72048573
742,72048573
743,72048573
741,72048574
742,72048574
743,72048574
741,72048575
742,72048575
743,72048575
741,72048576
742,72048576
743,72048576
741,72048579
742,72048579
743,72048579
741,72048580
742,72048580
743,72048580
741,72048583
742,72048583
743,72048583
741,72048584
742,72048584
743,72048584
741,72048586
742,72048586
743,72048586
741,72048592
742,72048592
743,72048592
741,72048594
742,72048594
743,72048594
741,72048595
742,72048595
743,72048595
741,72048596
742,72048596
743,72048596
741,72048598
742,72048598
743,72048598
741,72048599
742,72048599
743,72048599
741,72048604
742,72048604
743,72048604
741,72048606
742,72048606
743,72048606
741,72048607
742,72048607
743,72048607
741,72048608
742,72048608
743,72048608
741,72048609
742,72048609
743,72048609
741,72048610
742,72048610
743,72048610
741,72048613
742,72048613
743,72048613
741,72048948
742,72048948
743,72048948
741,72048977
742,72048977
743,72048977
741,72049006
742,72049006
743,72049006
741,72049012
742,72049012
743,72049012
741,72049076
742,72049076
743,72049076
741,72049081
742,72049081
743,72049081
741,72049083
742,72049083
743,72049083
741,72049087
742,72049087
743,72049087
741,72049088
742,72049088
743,72049088
741,72049090
742,72049090
743,72049090
741,72049387
742,72049387
743,72049387
741,72049393
742,72049393
743,72049393
741,72049404
742,72049404
743,72049404
741,72049405
742,72049405
743,72049405
741,72049408
742,72049408
743,72049408
741,72049409
742,72049409
743,72049409
741,72049410
742,72049410
743,72049410
741,72049412
742,72049412
743,72049412
741,72049418
742,72049418
743,72049418
741,72049420
742,72049420
743,72049420
741,72049424
742,72049424
743,72049424
741,72049428
742,72049428
743,72049428
741,72049431
742,72049431
743,72049431
741,72016554
742,72016554
743,72016554
741,72016555
742,72016555
743,72016555
741,72016559
742,72016559
743,72016559
741,72016566
742,72016566
743,72016566
741,72016567
742,72016567
743,72016567
741,72017084
742,72017084
743,72017084
741,72017088
742,72017088
743,72017088
741,72017157
742,72017157
743,72017157
741,72017228
742,72017228
743,72017228
741,72017263
742,72017263
743,72017263
741,72017288
742,72017288
743,72017288
741,72017289
742,72017289
743,72017289
741,72017291
742,72017291
743,72017291
741,72017293
742,72017293
743,72017293
741,72017294
742,72017294
743,72017294
741,72017296
742,72017296
743,72017296
741,72017298
742,72017298
743,72017298
741,72017299
742,72017299
743,72017299
741,72017300
742,72017300
743,72017300
741,72017301
742,72017301
743,72017301
741,72017302
742,72017302
743,72017302
741,72017310
742,72017310
743,72017310
741,72017312
742,72017312
743,72017312
741,72017316
742,72017316
743,72017316
741,72017320
742,72017320
743,72017320
741,72017321
742,72017321
743,72017321
741,72017323
742,72017323
743,72017323
741,72017324
742,72017324
743,72017324
741,72017325
742,72017325
743,72017325
741,72017329
742,72017329
743,72017329
741,72017331
742,72017331
743,72017331
741,72017333
742,72017333
743,72017333
741,72017334
742,72017334
743,72017334
741,72017335
742,72017335
743,72017335
741,72017336
742,72017336
743,72017336
741,72017338
742,72017338
743,72017338
741,72017339
742,72017339
743,72017339
741,72017792
742,72017792
743,72017792
741,72017793
742,72017793
743,72017793
741,72017811
742,72017811
743,72017811
741,72017832
742,72017832
743,72017832
741,72017859
742,72017859
743,72017859
741,72017897
742,72017897
743,72017897
741,72017909
742,72017909
743,72017909
741,72017946
742,72017946
743,72017946
741,72018002
742,72018002
743,72018002
741,72022314
742,72022314
743,72022314
741,72022322
742,72022322
743,72022322
741,72022323
742,72022323
743,72022323
741,72022324
742,72022324
743,72022324
741,72022326
742,72022326
743,72022326
741,72022332
742,72022332
743,72022332
741,72022334
742,72022334
743,72022334
741,72022340
742,72022340
743,72022340
741,72022345
742,72022345
743,72022345
741,72022348
742,72022348
743,72022348
741,72022350
742,72022350
743,72022350
741,71942177
742,71942177
743,71942177
741,71942203
742,71942203
743,71942203
741,71942209
742,71942209
743,71942209
741,71942234
742,71942234
743,71942234
741,71942286
742,71942286
743,71942286
741,71942351
742,71942351
743,71942351
741,71942866
742,71942866
743,71942866
741,71942867
742,71942867
743,71942867
741,71942879
742,71942879
743,71942879
741,71942924
742,71942924
743,71942924
741,71942951
742,71942951
743,71942951
741,71942978
742,71942978
743,71942978
741,71942979
742,71942979
743,71942979
741,71943104
742,71943104
743,71943104
741,71943176
742,71943176
743,71943176
741,71943177
742,71943177
743,71943177
741,71943178
742,71943178
743,71943178
741,71943179
742,71943179
743,71943179
741,71943181
742,71943181
743,71943181
741,71943184
742,71943184
743,71943184
741,71943188
742,71943188
743,71943188
741,71943190
742,71943190
743,71943190
741,71943193
742,71943193
743,71943193
741,71943194
742,71943194
743,71943194
741,71943195
742,71943195
743,71943195
741,71943196
742,71943196
743,71943196
741,71943202
742,71943202
743,71943202
741,71943204
742,71943204
743,71943204
741,71943205
742,71943205
743,71943205
741,71943207
742,71943207
743,71943207
741,71943210
742,71943210
743,71943210
741,71943212
742,71943212
743,71943212
741,71943213
742,71943213
743,71943213
741,71943214
742,71943214
743,71943214
741,71943215
742,71943215
743,71943215
741,71943217
742,71943217
743,71943217
741,71943219
742,71943219
743,71943219
741,71943222
742,71943222
743,71943222
741,71943225
742,71943225
743,71943225
741,71943227
742,71943227
743,71943227
741,71943228
742,71943228
743,71943228
741,71954039
742,71954039
743,71954039
741,71954041
742,71954041
743,71954041
741,71954050
742,71954050
743,71954050
741,71954051
742,71954051
743,71954051
741,71954052
742,71954052
743,71954052
741,71954053
742,71954053
743,71954053
741,71954054
742,71954054
743,71954054
741,71954065
742,71954065
743,71954065
741,71954067
742,71954067
743,71954067
741,71954072
742,71954072
743,71954072
741,71954074
742,71954074
743,71954074
